t_idx,range_A0,range_A1,range_A2,range_A3,range_A4,range_A5,range_A6,range_A7,gt_A0,gt_A1,gt_A2,gt_A3,gt_A4,gt_A5,gt_A6,gt_A7,class_A0,class_A1,class_A2,class_A3,class_A4,class_A5,class_A6,class_A7,second,msg_idx,t_sec
3347,5553.336903572615,13196.811553841613,25525.095397364403,2233.9567519700854,12065.425396362452,20975.645820618753,7424.236656762097,22113.897939854345,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,7000.0,167350.0
3348,5581.7041420751175,13210.397247070237,25514.20037530881,2310.051391876325,12019.437874998308,21014.376371655468,7445.94222374763,22168.32527150185,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,8000.0,167400.0
3349,5624.188455535414,13186.949116868185,25557.06994293003,2214.801007602392,12072.492115318704,21067.431718458654,7426.414487226487,22153.27258991468,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,9000.0,167450.0
3350,5508.4185625118125,13225.10515311309,25462.04939334277,2253.0920659196845,12064.244238831416,21057.40019601533,7493.9683415398185,22137.620470952203,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,10000.0,167500.0
3351,5578.755648414781,13198.147102544008,25461.617522525412,2229.717339015411,12032.873709343605,21000.149486813556,7415.026084495033,22097.635537650527,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,11000.0,167550.0
3352,5495.666597234507,13191.1424066873,25505.912527412922,2155.5909903604984,12048.696022187434,21020.12181679539,7431.959208186264,22123.00746495121,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,12000.0,167600.0
3353,5621.694068705994,13171.153110622181,25497.46310023648,2246.4658546508485,12016.928359599551,21054.044171796377,7479.377109381357,22128.38629302799,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,13000.0,167650.0
3354,5661.067157907,13230.756135559639,25444.51274139329,2224.393255365803,12115.593857025615,20994.330597338412,7469.251894822736,22172.873422477445,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,14000.0,167700.0
3355,5609.739591380629,13224.27286281571,25517.225309019428,2236.8297592994777,12017.825147010188,21036.838967403328,7455.178582225021,22121.503085152857,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,15000.0,167750.0
3356,5634.644100363573,13188.948902696779,25546.281480036123,2243.770967734254,12036.820146848075,20969.26918991137,7530.857552875941,22135.764534521022,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,16000.0,167800.0
3357,5522.046549914352,13230.010551408324,25493.59181360281,2208.128213936797,12069.53008123747,20947.334069717584,7445.839025208003,22126.96154939858,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,17000.0,167850.0
3358,5615.735582162798,13267.586328786032,25487.754503571447,2249.866303343841,12124.04622763609,21023.938145865457,7481.307852718487,22098.823076253488,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,18000.0,167900.0
3359,5648.944958598733,13178.989492097517,25503.15470681933,2243.275051113384,12044.15472845275,21010.76663129153,7474.501668387987,22188.66404543496,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,167000.0,19000.0,167950.0
3360,5658.597963026864,13195.124496226357,25481.613669293587,2211.805044676968,12122.178646983466,21027.661088577544,7500.713158124903,22156.84344041703,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,0.0,168000.0
3361,5656.421994709956,13192.94777410161,25461.885518693136,2291.8515300504014,12068.69377213154,21037.48453469828,7513.317659830206,22151.3435357451,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,1000.0,168050.0
3362,5637.266964468666,13207.776539309356,25522.15603270498,2251.8597172631244,12031.836066741389,21017.63432832852,7455.476014578482,22143.908234038143,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,2000.0,168100.0
3363,5576.495871557519,13213.455769367201,25507.154614964104,2242.2226015069805,12048.270138884413,21006.81128895528,7458.802590002477,22085.82535639827,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,3000.0,168150.0
3364,5586.573863360412,13170.80444554045,25498.09314088742,2214.633303827386,11980.07439483883,21091.369331018694,7460.318999837418,22179.355357029166,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,4000.0,168200.0
3365,5574.360252792414,13251.322275173332,25460.546632061378,2241.348924775457,12008.82589620287,21101.81833728748,7459.784036795634,22160.797197767326,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,5000.0,168250.0
3366,5603.687266539039,13199.613313640526,25510.629163901416,2276.8431656597472,12061.640756725265,21028.66968782701,7482.841569177139,22193.39478174464,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,6000.0,168300.0
3367,5577.665632557104,13144.76217530464,25462.202538844565,2205.4042722666227,12015.156189701096,20998.38883218316,7466.553893783318,22143.36615904547,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,7000.0,168350.0
3368,5597.27009551324,13178.470445038329,25524.914569997767,2252.101652153146,12089.03383791602,21049.19887284204,7456.775928280125,22175.10827028763,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,8000.0,168400.0
3369,5598.37752633886,13224.318141010499,25516.710460004844,2232.3383825013975,12044.692690205211,21019.85480266701,7441.673492390542,22071.602777839984,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,9000.0,168450.0
3370,5569.355777166465,13206.353752138077,25527.665114340634,2259.9476771532386,12033.206185942649,21003.39074261403,7461.865655299001,22106.6934272713,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,10000.0,168500.0
3371,5526.711854928977,13154.024443694841,25536.339808708766,2291.7865246629444,12064.212808010237,21022.051462871135,7425.472469858287,22131.109660412905,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,11000.0,168550.0
3372,5608.525121179686,13225.275220618905,25515.761897988374,2272.355019530528,12099.883146718632,21011.64537107644,7551.421242480881,22075.345494727633,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,12000.0,168600.0
3373,5566.820600382819,13206.378790046529,25511.56834564248,2230.618907887992,12026.721600599896,21089.873604048786,7450.956203754944,22105.36240240174,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,13000.0,168650.0
3374,5640.894713335941,13225.853363178872,25527.93908461636,2241.944114627056,12000.31497806746,21026.334633073617,7421.851253196452,22143.212833146496,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,14000.0,168700.0
3375,5609.772031762887,13232.641373071572,25492.325924969897,2258.5106668313683,12014.479212582202,21052.79498535268,7487.499219120185,22111.935893260055,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,15000.0,168750.0
3376,5606.080823056775,13233.070418745903,25497.45694568937,2211.392598633072,12046.927252944273,21040.36956403516,7442.361297519315,22105.714303013807,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,16000.0,168800.0
3377,5605.818614005154,13225.078320997336,25559.590288396223,2256.0397761703834,12005.322127763015,21084.989547778387,7498.911495477171,22075.7854875286,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,17000.0,168850.0
3378,5559.261243381417,13185.632029816936,25520.240513728768,2164.6843285672526,12038.021206309702,21047.227507292304,7382.238508572515,22158.346373757304,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,18000.0,168900.0
3379,5616.178247306231,13174.979206347636,25460.49894991405,2210.199170825054,11961.431642264833,21014.010344805018,7473.849768710377,22099.36351725986,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,168000.0,19000.0,168950.0
3380,5619.331431226227,13203.455797863748,25502.89810040853,2224.00807761326,12063.885897232967,21062.512862204316,7455.036321763658,22158.774574305502,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,0.0,169000.0
3381,5613.330767484316,13212.914900739332,25545.40919378712,2214.2732873187706,12028.948129341186,21000.487260337763,7489.01253038002,22127.76903323617,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,1000.0,169050.0
3382,5569.297469581069,13250.27321124642,25549.382742385744,2226.207190311942,12000.572336691108,21079.70156513911,7481.3837971701805,22148.565292447038,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,2000.0,169100.0
3383,5593.319974037342,13176.369250583057,25482.69900428576,2256.3995787729236,12028.16776797627,21036.785547476185,7467.662848352493,22104.23701174861,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,3000.0,169150.0
3384,5638.803863033659,13218.199770270945,25505.016998240913,2252.718614124072,11987.807827531644,21009.000653567033,7421.442864824983,22139.6842077724,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,4000.0,169200.0
3385,5599.9473098824865,13204.618947191506,25530.455242564003,2191.1474110737195,12017.617049621189,21036.22648161302,7475.179980755243,22096.48069919212,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,5000.0,169250.0
3386,5626.065839788853,13246.675446118636,25507.86517818224,2190.7958355429987,12046.386336153953,21034.00631860612,7459.106611546747,22176.360960021088,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,6000.0,169300.0
3387,5586.691783930345,13263.51505306578,25518.59108439993,2244.3503813986513,12069.207400312309,21069.72259982259,7494.233441561102,22133.66857067814,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,7000.0,169350.0
3388,5570.372335731753,13166.715562326139,25421.87599466833,2241.2949789087143,12029.964489648728,21013.77218543006,7498.127607067793,22132.581445859694,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,8000.0,169400.0
3389,5647.023053196851,13183.185787497909,25465.969033091304,2198.3388862692723,12063.277110523224,21058.34062330354,7449.430034150027,22104.02414011485,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,9000.0,169450.0
3390,5636.078230411299,13156.86672603462,25525.40417329993,2218.9385366901042,12053.5074395056,21056.10369329825,7481.549566728411,22127.085939294982,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,10000.0,169500.0
3391,5632.052861585898,13209.051823991975,25605.57285314339,2184.9133374800317,11989.99676959521,21053.62385866665,7466.309346055823,22159.72190303805,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,11000.0,169550.0
3392,5557.218517053192,13202.002764920504,25508.817092397407,2219.7566521883386,12048.549469967591,20982.95025620229,7479.106566782238,22179.30706190977,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,12000.0,169600.0
3393,5553.042604813935,13161.440182123551,25530.795199875047,2196.598843217906,12066.812608146549,21025.456496207033,7454.727222752961,22179.93936601884,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,13000.0,169650.0
3394,5618.014378001985,13208.770251292843,25430.51757240761,2257.435588991821,12009.468781017724,21017.154583151743,7467.481903090674,22192.861940815405,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,14000.0,169700.0
3395,5582.572682010998,13157.695627362496,25539.18687921363,2257.839943949736,12064.483852940446,21068.448581734516,7518.958146496778,22109.19159926317,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,15000.0,169750.0
3396,5548.440251167223,13225.652859749736,25487.223548459722,2230.914637408893,12007.944497005332,21041.31294010227,7479.325816252112,22131.278678579216,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,16000.0,169800.0
3397,5548.5196763204085,13236.65328330828,25502.76870321116,2269.603289404477,11978.504203105907,21025.50073621754,7445.754916777796,22137.0280397894,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,17000.0,169850.0
3398,5618.466260712891,13211.477203429984,25495.641234986535,2236.451390550682,11994.801623461097,20996.5990000142,7500.900507374038,22120.777516222948,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,18000.0,169900.0
3399,5624.382515092572,13225.1699105085,25521.47372127495,2246.055409193685,12028.51433179466,21019.261479824083,7486.4734580553895,22072.175197450575,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,169000.0,19000.0,169950.0
3400,5627.483235528309,13185.375199148073,25492.509043187863,2233.738101313444,12040.399601389421,20984.386791106892,7471.813632048157,22153.77456013869,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,0.0,170000.0
3401,5528.836398407592,13161.355209715715,25521.9735286528,2257.36189182273,12050.556815851021,21003.33159877047,7488.730259345591,22099.856600452982,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,1000.0,170050.0
3402,5586.049862460481,13161.183994337127,25490.23750967928,2205.156251328629,12064.268904616603,21036.7914965522,7450.144613630266,22168.652597672837,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,2000.0,170100.0
3403,5561.480483047405,13199.320248390044,25476.65292813949,2258.3391305411246,12060.897852460035,21062.85473781292,7469.751414495107,22047.1557184308,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,3000.0,170150.0
3404,5577.243889657446,13247.336573604372,25485.347728696823,2178.541891246061,12055.074534423684,21039.517822798985,7445.445911682013,22128.541148025888,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,4000.0,170200.0
3405,5564.75106563577,13216.055873417568,25496.795551462932,2201.0947225937075,12041.30826397563,21001.805310457625,7511.0937018516515,22162.754553174902,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,5000.0,170250.0
3406,5586.501563431661,13202.810707081922,25525.510854802065,2230.8596658180422,12064.3463545262,21068.1176255147,7452.535419062309,22185.327974206233,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,6000.0,170300.0
3407,5630.82345046465,13207.835546515511,25481.780207907123,2243.151323642404,12034.259551915962,21000.012885950524,7483.230136897599,22105.23789219889,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,7000.0,170350.0
3408,5580.01330604989,13190.616731629869,25454.1397842608,2255.8221381932563,12034.744437579371,21062.76134093147,7459.92229095159,22123.74576591293,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,8000.0,170400.0
3409,5563.030662304049,13201.549658624965,25496.43791493009,2258.3209795567946,12043.605148502296,21086.61357249528,7480.948398961411,22106.33851164197,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,9000.0,170450.0
3410,5558.025653460506,13216.422706509456,25464.54772452692,2253.913309036009,12068.463750142488,21051.38830691396,7441.186263531018,22163.58775642708,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,10000.0,170500.0
3411,5599.84762089997,13182.142650622647,25490.315533588953,2250.2063702852165,12021.409045857563,21032.85182520133,7510.629939493969,22164.865305089337,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,11000.0,170550.0
3412,5592.629529554906,13207.40306070452,25478.95567982368,2220.77108528278,11995.478689927191,21031.329333232323,7487.736833985691,22133.81831660816,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,12000.0,170600.0
3413,5563.850217895447,13202.362636709919,25535.35050499821,2263.007427126874,12040.710347874508,21085.218953681033,7548.223390734484,22121.539342742548,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,13000.0,170650.0
3414,5582.793400704365,13221.178721421331,25467.708276949805,2261.542004503552,12044.638609596139,21034.945196313245,7449.998745705819,22112.312520470266,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,14000.0,170700.0
3415,5530.605979772009,13244.922209337814,25523.34096125533,2256.268747687563,12052.04436331868,20954.669209405394,7444.7288457871855,22128.26119256959,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,15000.0,170750.0
3416,5557.729553174234,13149.573123796014,25465.776682484964,2237.542265957712,12043.076548237892,21051.02172664677,7529.157272064577,22156.5164667816,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,16000.0,170800.0
3417,5584.90345323376,13254.388577805936,25447.63947512597,2173.702684541283,12014.992876484357,21048.16166506559,7472.3186885984505,22102.093910012558,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,17000.0,170850.0
3418,5568.357107687629,13163.134277429355,25457.85231566701,2282.599710742328,12037.29152972979,21076.88350427821,7440.561449682925,22150.677371575497,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,18000.0,170900.0
3419,5596.982423558971,13226.769229634057,25502.734023108347,2265.6204792979643,12058.22050716759,20991.057884931186,7489.24332397061,22132.850650256383,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,170000.0,19000.0,170950.0
3420,5566.86835637469,13221.198115745108,25522.74432439814,2221.56102257053,12031.077631243194,20982.1824325891,7413.120067202685,22128.674372267422,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,171000.0,0.0,171000.0
3421,5613.931578213901,13183.180811611881,25537.93137788033,2229.915757744835,12035.56429903859,21015.123290312524,7496.709658251719,22107.176304069544,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,171000.0,1000.0,171050.0
3422,5586.3011387297065,13183.957623860491,25478.250526813674,2237.12260783414,12038.194880068833,21055.346180588258,7466.938655031792,22152.593793528125,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,171000.0,2000.0,171100.0
3423,5595.352598146324,13242.491552450369,25486.02601890133,2227.080835692764,12063.945736425592,21014.315956372866,7482.213631580094,22206.081053344762,5590.169943749474,13200.378782444084,25495.097567963923,2236.06797749979,12041.594578792296,21023.79604162864,7467.261881037788,22135.943621178652,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,171000.0,3000.0,171150.0
